,datetime,ticker,earliest_vcp_scanned_date,max_consolidations_pct,consolidation_start_date,consolidation_end_date,total_duration,number_of_consolidations,contraction_ratio,first_contraction_pct,first_contraction_duration,first_contraction_price,latest_contraction_pct,latest_contraction_duration,latest_contraction_price,MERGEDCONTRACTION_0_end_dt,MERGEDCONTRACTION_0_support_price,MERGEDCONTRACTION_0_start_dt,MERGEDCONTRACTION_0_resis_price,MERGEDCONTRACTION_0_contraction_pct,MERGEDCONTRACTION_0_delta_t,MERGEDCONTRACTION_1_end_dt,MERGEDCONTRACTION_1_support_price,MERGEDCONTRACTION_1_start_dt,MERGEDCONTRACTION_1_resis_price,MERGEDCONTRACTION_1_contraction_pct,MERGEDCONTRACTION_1_delta_t,MERGEDCONTRACTION_2_end_dt,MERGEDCONTRACTION_2_support_price,MERGEDCONTRACTION_2_start_dt,MERGEDCONTRACTION_2_resis_price,MERGEDCONTRACTION_2_contraction_pct,MERGEDCONTRACTION_2_delta_t,MERGEDCONTRACTION_3_end_dt,MERGEDCONTRACTION_3_support_price,MERGEDCONTRACTION_3_start_dt,MERGEDCONTRACTION_3_resis_price,MERGEDCONTRACTION_3_contraction_pct,MERGEDCONTRACTION_3_delta_t,MERGEDCONTRACTION_4_end_dt,MERGEDCONTRACTION_4_support_price,MERGEDCONTRACTION_4_start_dt,MERGEDCONTRACTION_4_resis_price,MERGEDCONTRACTION_4_contraction_pct,MERGEDCONTRACTION_4_delta_t,MERGEDCONTRACTION_5_end_dt,MERGEDCONTRACTION_5_support_price,MERGEDCONTRACTION_5_start_dt,MERGEDCONTRACTION_5_resis_price,MERGEDCONTRACTION_5_contraction_pct,MERGEDCONTRACTION_5_delta_t,SW_stage2,volume_contraction_condition,support_mrsquare,support_slope,support_rsquare,resis_mrsquare,resis_slope,resis_rsquare,MM_Stage2Filtered,RSSCORE,SCTRSCORE,MRSQUARE,MERGEDCONTRACTION_6_end_dt,MERGEDCONTRACTION_6_support_price,MERGEDCONTRACTION_6_start_dt,MERGEDCONTRACTION_6_resis_price,MERGEDCONTRACTION_6_contraction_pct,MERGEDCONTRACTION_6_delta_t,is_break_out_latest_contraction,is_break_out_first_contraction,adjclose,adjclose_date
521,2022-04-07,ENSG,2022-04-04,0.2478510028653294,2021-04-22,2022-03-24,336,5,4.767679856019028,0.2478510028653294,187,90.74,0.0519846639603068,3,88.68,2021-10-26,68.25,2021-04-22,90.74,0.2478510028653294,187 days,2022-02-04,70.59,2022-01-04,86.7,0.1858131487889273,31 days,2022-02-24,75.9,2022-02-18,81.12,0.0643491124260354,6 days,2022-03-14,83.2,2022-03-09,88.82,0.0632740373789686,5 days,2022-03-24,84.07,2022-03-21,88.68,0.0519846639603068,3 days,,,,,,,True,True,0.001034108968424,0.0014706152742962,0.7031811694727099,-3.0815212128395025e-05,-0.0001384713985784,0.2225384624171704,,,,,,,,,,,False,False,80.33,2022-04-29
524,2022-05-02,ENV,2022-04-04,0.2434003953948132,2021-10-26,2022-04-27,183,2,3.3257712679740647,0.2434003953948132,119,85.99,0.0731851501537006,8,84.58,2022-02-22,65.06,2021-10-26,85.99,0.2434003953948132,119 days,2022-04-27,78.39,2022-04-19,84.58,0.0731851501537006,8 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0032013718106363,0.0032013718106363,1.0,-9.369860282757118e-05,-9.369860282757118e-05,1.0,,,,,,,,,,,False,False,79.64,2022-04-29
544,2022-04-18,ESTE,2022-04-04,0.260641781270465,2022-01-18,2022-04-11,83,4,2.6081769307510543,0.260641781270465,6,15.27,0.0999315537303215,6,14.61,2022-01-24,11.29,2022-01-18,15.27,0.260641781270465,6 days,2022-03-15,11.35,2022-03-08,14.9,0.238255033557047,7 days,2022-03-29,12.55,2022-03-25,14.12,0.1111898016997166,4 days,2022-04-11,13.15,2022-04-05,14.61,0.0999315537303215,6 days,,,,,,,,,,,,,True,True,0.0012785400435864,0.0019515017412694,0.6551570088555168,-0.0005002029526598,-0.0007588668142503,0.6591445867270442,,,,,,,,,,,False,False,13.49,2022-04-29
558,2022-05-02,EXEL,2022-04-04,0.3985254171517268,2021-05-14,2022-04-28,349,5,7.228934576962264,0.3985254171517268,206,25.77,0.055128205128205,23,23.4,2021-12-06,15.5,2021-05-14,25.77,0.3985254171517268,206 days,2022-01-21,16.86,2021-12-23,19.58,0.138917262512768,29 days,2022-01-28,17.01,2022-01-24,18.6,0.0854838709677419,4 days,2022-03-15,19.75,2022-03-11,21.49,0.0809678920428105,4 days,2022-04-28,22.11,2022-04-05,23.4,0.055128205128205,23 days,,,,,,,True,True,0.0030188592835513,0.0030972158920523,0.9747009536202996,-0.0001546775305599,-0.000487698893077,0.3171578462769231,,,,,,,,,,,False,False,22.34,2022-04-29
559,2022-04-06,EXLS,2022-04-04,0.2329685362517098,2022-01-03,2022-03-25,81,3,5.052774604113699,0.2329685362517098,51,146.2,0.0461060509779002,3,141.63,2022-02-23,112.14,2022-01-03,146.2,0.2329685362517098,51 days,2022-03-08,116.87,2022-03-02,125.0,0.0650399999999999,6 days,2022-03-25,135.1,2022-03-22,141.63,0.0461060509779002,3 days,,,,,,,,,,,,,,,,,,,True,True,0.0065343142927171,0.0069618951484219,0.9385826924150578,-0.0001859670959475,-0.0008705927915533,0.2136097355179479,,,,,,,,,,,False,False,136.15,2022-04-29
582,2022-05-02,FCFS,2022-04-28,0.3947887470154677,2021-10-28,2022-04-27,181,2,3.793089894396025,0.3947887470154677,130,96.33,0.1040800415800414,8,76.96,2022-03-07,58.3,2021-10-28,96.33,0.3947887470154677,130 days,2022-04-27,68.95,2022-04-19,76.96,0.1040800415800414,8 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0035818787206134,0.0035818787206134,1.0,-0.0011623099545216,-0.0011623099545216,1.0,,,,,,,,,,,True,False,79.78,2022-04-29
583,2022-04-04,FCN,2022-04-04,0.1615355378183199,2022-01-06,2022-03-10,63,2,3.116939445319681,0.1615355378183199,49,157.86,0.0518240484656921,7,151.86,2022-02-24,132.36,2022-01-06,157.86,0.1615355378183199,49 days,2022-03-10,143.99,2022-03-03,151.86,0.0518240484656921,7 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0062761732072702,0.0062761732072702,1.0,-0.0006787207471357,-0.0006787207471357,1.0,,,,,,,,,,,True,False,157.71,2022-04-29
616,2022-05-02,FLT,2022-04-04,0.2880646762640947,2021-10-26,2022-04-25,181,3,3.865580833296367,0.2880646762640947,36,282.02,0.0745194119864305,4,265.3,2021-12-01,200.78,2021-10-26,282.02,0.2880646762640947,36 days,2022-03-07,217.63,2022-02-09,254.2,0.1438630999213217,26 days,2022-04-25,245.53,2022-04-21,265.3,0.0745194119864305,4 days,,,,,,,,,,,,,,,,,,,True,True,0.001296686324068,0.0014454762386499,0.8970651259402213,-0.0001784840123031,-0.0003813734134133,0.4680032902809938,,,,,,,,,,,False,False,249.52,2022-04-29
628,2022-04-11,FPI,2022-04-04,0.275085324232082,2021-05-10,2022-04-06,331,3,8.304984900250027,0.275085324232082,263,14.65,0.033121916842847,5,14.19,2022-01-28,10.62,2021-05-10,14.65,0.275085324232082,263 days,2022-03-16,12.84,2022-03-11,14.15,0.0925795053003534,5 days,2022-04-06,13.72,2022-04-01,14.19,0.033121916842847,5 days,,,,,,,,,,,,,,,,,,,True,True,0.0043154939653163,0.0043187122102972,0.9992548137444108,-0.0001013527281351,-0.0001030749462027,0.9832915938244275,False,83.50071736011478,88.29,91.5,,,,,,,True,True,14.72,2022-04-29
633,2022-05-02,FRO,2022-04-14,0.2519067334931358,2022-03-08,2022-04-25,48,2,1.8437294059302785,0.2519067334931358,21,91.78,0.1366279069767442,18,86.0,2022-03-29,68.66,2022-03-08,91.78,0.2519067334931358,21 days,2022-04-25,74.25,2022-04-07,86.0,0.1366279069767442,18 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0030153952379411,0.0030153952379411,1.0,-0.0020992227791094,-0.0020992227791094,1.0,,,,,,,,,,,False,False,78.9,2022-04-29
653,2022-05-02,GCO,2022-04-04,0.2376559956592512,2021-11-18,2022-04-29,162,3,1.7442558451673291,0.2376559956592512,32,73.72,0.1362496517135693,9,71.78,2021-12-20,56.2,2021-11-18,73.72,0.2376559956592512,32 days,2022-04-06,60.81,2022-03-16,72.34,0.1593862316837158,21 days,2022-04-29,62.0,2022-04-20,71.78,0.1362496517135693,9 days,,,,,,,,,,,,,,,,,,,True,True,0.0007847303420817,0.0007853877362096,0.9991629686870852,-0.0001679120477592,-0.0001686053526426,0.9958880019375494,,,,,,,,,,,False,False,62.03,2022-04-29
655,2022-05-02,GDDY,2022-04-04,0.2734711931881013,2021-07-06,2022-04-22,290,5,4.811265109848329,0.2734711931881013,141,90.43,0.056838768115942,8,88.32,2021-11-24,65.7,2021-07-06,90.43,0.2734711931881013,141 days,2022-01-24,67.95,2021-12-31,85.49,0.2051701953444846,24 days,2022-03-15,73.46,2022-02-15,86.33,0.1490791150237461,28 days,2022-04-11,81.0,2022-04-05,87.89,0.0783934463533962,6 days,2022-04-22,83.3,2022-04-14,88.32,0.056838768115942,8 days,,,,,,,True,True,0.0015874776014153,0.0018015454895681,0.8811754188876775,-2.7469480467647595e-05,-9.768055333660332e-05,0.2812174944688207,,,,,,,,,,,False,False,80.81,2022-04-29
662,2022-05-02,GES,2022-04-04,0.4059813084112149,2021-06-24,2022-04-25,305,2,4.020642536697033,0.4059813084112149,256,26.75,0.1009732360097322,5,24.66,2022-03-07,15.89,2021-06-24,26.75,0.4059813084112149,256 days,2022-04-25,22.17,2022-04-20,24.66,0.1009732360097322,5 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0080656554629403,0.0080656554629403,1.0,-0.0002604361370716,-0.0002604361370716,1.0,,,,,,,,,,,False,False,22.47,2022-04-29
691,2022-05-02,GPC,2022-04-04,0.1913919413919413,2022-01-05,2022-04-25,110,2,2.5382479960189923,0.1913919413919413,50,141.96,0.0754021685210121,4,141.11,2022-02-24,114.79,2022-01-05,141.96,0.1913919413919413,50 days,2022-04-25,130.47,2022-04-21,141.11,0.0754021685210121,4 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.002276621076168,0.002276621076168,1.0,-5.648681265517191e-05,-5.648681265517191e-05,1.0,,,,,,,,,,,False,False,130.05,2022-04-29
720,2022-04-07,HAYN,2022-04-04,0.3417096219931271,2021-11-09,2022-03-29,140,3,4.393213070304058,0.3417096219931271,80,46.56,0.0777802540673054,6,44.87,2022-01-28,30.65,2021-11-09,46.56,0.3417096219931271,80 days,2022-02-24,34.42,2022-02-18,39.72,0.133434038267875,6 days,2022-03-29,41.38,2022-03-23,44.87,0.0777802540673054,6 days,,,,,,,,,,,,,,,,,,,True,True,0.0057991606067151,0.00587293758886,0.987437805863143,-0.0001376180211896,-0.0005488385288627,0.2507440967651789,,,,,,,,,,,False,False,39.08,2022-04-29
725,2022-04-18,HCC,2022-04-04,0.1846332945285215,2022-03-10,2022-04-11,32,2,2.8647495717314486,0.1846332945285215,25,42.95,0.0644490644490644,3,38.48,2022-04-04,35.02,2022-03-10,42.95,0.1846332945285215,25 days,2022-04-11,36.0,2022-04-08,38.48,0.0644490644490644,3 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0039977155910907,0.0039977155910907,1.0,-0.003588776042712,-0.003588776042712,1.0,,,,,,,,,,,False,False,34.07,2022-04-29
731,2022-04-18,HE,2022-04-04,0.1550213435183104,2021-05-10,2022-03-24,318,3,2.816607810983991,0.1550213435183104,204,44.51,0.0550373134328358,15,42.88,2021-11-30,37.61,2021-05-10,44.51,0.1550213435183104,204 days,2022-02-24,38.89,2022-01-10,42.65,0.0881594372801874,45 days,2022-03-24,40.52,2022-03-09,42.88,0.0550373134328358,15 days,,,,,,,,,,,,,,,,,,,True,True,0.0005380955275669,0.0006120567930845,0.879159472857313,-0.0001240802695027,-0.0001355339564074,0.9154921230938596,,,,,,,,,,,False,False,41.11,2022-04-29
737,2022-05-02,HHC,2022-04-04,0.2757067137809188,2021-05-10,2022-04-27,352,4,3.996362085501604,0.2757067137809188,204,113.2,0.0689884228506357,6,105.38,2021-11-30,81.99,2021-05-10,113.2,0.2757067137809188,204 days,2022-03-08,87.33,2022-01-04,104.06,0.1607726311743225,63 days,2022-04-11,95.23,2022-03-31,105.51,0.0974315230783812,11 days,2022-04-27,98.11,2022-04-21,105.38,0.0689884228506357,6 days,,,,,,,,,,,,,True,True,0.0011233254660262,0.0012718318822544,0.8832342400750562,-0.0001690546311795,-0.0002086259842591,0.8103239478046661,,,,,,,,,,,False,False,100.29,2022-04-29
741,2022-05-02,HII,2022-04-04,0.1701215778885682,2022-03-07,2022-04-25,49,2,2.268257461748087,0.1701215778885682,9,228.66,0.0749999999999999,4,228.0,2022-03-16,189.76,2022-03-07,228.66,0.1701215778885682,9 days,2022-04-25,210.9,2022-04-21,228.0,0.0749999999999999,4 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0027850969645868,0.0027850969645868,1.0,-6.41418117146279e-05,-6.41418117146279e-05,1.0,,,,,,,,,,,False,False,212.74,2022-04-29
748,2022-04-18,HLT,2022-04-05,0.1999875745526839,2022-02-16,2022-04-07,50,2,2.2422206046743987,0.1999875745526839,19,160.96,0.089190747741398,9,156.07,2022-03-07,128.77,2022-02-16,160.96,0.1999875745526839,19 days,2022-04-07,142.15,2022-03-29,156.07,0.089190747741398,9 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0033518125590262,0.0033518125590262,1.0,-0.0007409809436066,-0.0007409809436066,1.0,,,,,,,,,,,False,False,155.29,2022-04-29
770,2022-04-04,HST,2022-04-04,0.1665822784810126,2022-02-17,2022-03-24,35,3,3.78767758850643,0.1665822784810126,19,19.75,0.043979057591623,6,19.1,2022-03-08,16.46,2022-02-17,19.75,0.1665822784810126,19 days,2022-03-14,17.85,2022-03-11,18.77,0.0490143846563664,3 days,2022-03-24,18.26,2022-03-18,19.1,0.043979057591623,6 days,,,,,,,,,,,,,,,,,,,True,True,0.0051927388572543,0.0063914994916557,0.8124445388806798,-0.0009943144680905,-0.0014040130451605,0.7081946079616588,,,,,,,,,,,True,True,20.35,2022-04-29
781,2022-05-02,HUM,2022-04-04,0.2577913279132791,2021-05-10,2022-04-26,351,3,3.111090812122827,0.2577913279132791,242,472.32,0.0828610389056972,5,469.34,2022-01-07,350.56,2021-05-10,472.32,0.2577913279132791,242 days,2022-01-24,363.07,2022-01-18,400.91,0.0943852735027812,6 days,2022-04-26,430.45,2022-04-21,469.34,0.0828610389056972,5 days,,,,,,,,,,,,,,,,,,,True,True,0.0020902368233785,0.0020902376411259,0.99999960877782,-1.2064878061228836e-05,-0.0001401444796739,0.0860888569375005,,,,,,,,,,,False,False,444.56,2022-04-29
783,2022-05-02,HURN,2022-04-04,0.2388938447814451,2021-05-17,2022-03-28,315,3,2.455783060835956,0.2388938447814451,256,56.05,0.0972770733735189,7,48.11,2022-01-28,42.66,2021-05-17,56.05,0.2388938447814451,256 days,2022-03-14,43.29,2022-02-28,49.92,0.1328125,14 days,2022-03-28,43.43,2022-03-21,48.11,0.0972770733735189,7 days,,,,,,,,,,,,,,,,,,,True,True,0.0003103396920862,0.0003113703369887,0.9966899708158944,-0.0004154753397567,-0.0004260466529941,0.9751874280360155,,,,,,,,,,,True,False,51.78,2022-04-29
820,2022-05-02,INCY,2022-04-04,0.2985497394062997,2021-06-28,2022-04-28,304,3,2.2049385356775,0.2985497394062997,127,88.26,0.1353994814989393,20,84.86,2021-11-02,61.91,2021-06-28,88.26,0.2985497394062997,127 days,2022-02-14,65.6,2022-01-21,76.5,0.142483660130719,24 days,2022-04-28,73.37,2022-04-08,84.86,0.1353994814989393,20 days,,,,,,,,,,,,,,,,,,,True,True,0.0009231602320964,0.0010137029872396,0.9106811795141062,-6.443890717226891e-05,-0.0002412672824782,0.2670851451981577,,,,,,,,,,,False,False,74.96,2022-04-29
836,2022-04-27,IONS,2022-04-04,0.4255563202569397,2021-05-05,2022-04-13,343,6,9.203016340745354,0.4255563202569397,211,43.59,0.0462399610610855,5,41.09,2021-12-02,25.04,2021-05-05,43.59,0.4255563202569397,211 days,2022-01-31,28.25,2022-01-14,33.09,0.1462677546086431,17 days,2022-02-24,29.68,2022-02-10,34.55,0.1409551374819102,14 days,2022-03-14,31.6,2022-03-01,34.26,0.0776415645067132,13 days,2022-03-30,35.36,2022-03-25,37.11,0.0471571005119914,5 days,2022-04-13,39.19,2022-04-08,41.09,0.0462399610610855,5 days,True,True,0.0033532869589954,0.0039320766922561,0.8528030405915985,-0.0001415191603932,-0.0004365954336833,0.3241425573311313,,,,,,,,,,,False,False,36.76,2022-04-29
848,2022-05-02,IRWD,2022-04-04,0.2901191310441484,2021-08-12,2022-04-28,259,2,2.60903400002182,0.2901191310441484,189,14.27,0.1111969111969112,29,12.95,2022-02-17,10.13,2021-08-12,14.27,0.2901191310441484,189 days,2022-04-28,11.51,2022-03-30,12.95,0.1111969111969112,29 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0019461288957833,0.0019461288957833,1.0,-0.0004021815301179,-0.0004021815301179,1.0,,,,,,,,,,,False,False,12.0,2022-04-29
858,2022-04-18,J,2022-04-04,0.2354951092054132,2021-11-24,2022-04-12,139,3,6.1844586873358,0.2354951092054132,92,149.26,0.0380775321903188,4,145.23,2022-02-24,114.11,2021-11-24,149.26,0.2354951092054132,92 days,2022-03-08,121.13,2022-03-03,128.49,0.0572807222351935,5 days,2022-04-12,139.7,2022-04-08,145.23,0.0380775321903188,4 days,,,,,,,,,,,,,,,,,,,True,True,0.0047420507486012,0.0047440323510813,0.9995822957489608,-8.53438778037728e-05,-0.0004564363238425,0.1869787160787038,,,,,,,,,,,False,False,138.55,2022-04-29
860,2022-05-02,JAZZ,2022-04-04,0.3775661375661375,2021-06-15,2022-04-25,314,4,6.313350249609962,0.3775661375661375,168,189.0,0.0598034022014244,4,169.89,2021-11-30,117.64,2021-06-15,189.0,0.3775661375661375,168 days,2022-02-24,129.51,2022-01-11,151.87,0.1472311845657471,44 days,2022-04-13,159.56,2022-04-07,169.98,0.0613013295681844,6 days,2022-04-25,159.73,2022-04-21,169.89,0.0598034022014244,4 days,,,,,,,,,,,,,True,True,0.0023013696538288,0.002586608645187,0.8897247204794891,-0.0001302928027391,-0.0003448122414089,0.3778659429453955,,,,,,,,,,,False,False,160.22,2022-04-29
888,2022-05-02,KELYA,2022-04-04,0.3941131498470948,2021-05-28,2022-04-18,325,3,3.540828518526273,0.3941131498470948,189,26.16,0.1113043478260868,20,23.0,2021-12-03,15.85,2021-05-28,26.16,0.3941131498470948,189 days,2022-03-10,18.99,2022-02-16,22.26,0.1469002695417791,22 days,2022-04-18,20.44,2022-03-29,23.0,0.1113043478260868,20 days,,,,,,,,,,,,,,,,,,,True,True,0.0021105472353915,0.0021127048956254,0.9989787214303618,-0.0004156102577311,-0.0004564452979749,0.9105368366703668,,,,,,,,,,,False,False,19.29,2022-04-29
889,2022-04-18,KEX,2022-04-14,0.1515716568993073,2022-03-11,2022-04-13,33,2,5.476975708217487,0.1515716568993073,27,75.08,0.0276733343359901,5,66.49,2022-04-07,63.7,2022-03-11,75.08,0.1515716568993073,27 days,2022-04-13,64.65,2022-04-08,66.49,0.0276733343359901,5 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0024856096284667,0.0024856096284667,1.0,-0.0040861176649668,-0.0040861176649668,1.0,,,,,,,,,,,False,False,65.2,2022-04-29
893,2022-04-18,KHC,2022-04-04,0.2475063790303874,2021-05-24,2022-03-18,298,3,2.978880208950363,0.2475063790303874,192,43.11,0.0830860534124628,11,40.44,2021-12-02,32.44,2021-05-24,43.11,0.2475063790303874,192 days,2022-02-14,33.71,2022-01-14,37.72,0.1063096500530221,31 days,2022-03-18,37.08,2022-03-07,40.44,0.0830860534124628,11 days,,,,,,,,,,,,,,,,,,,True,True,0.0009480608370401,0.0012056191173796,0.7863684503449981,-0.000183002409266,-0.0003127352551576,0.5851671861358309,,,,,,,,,,,True,False,42.63,2022-04-29
903,2022-05-02,KNSL,2022-04-04,0.2656109705330177,2021-12-29,2022-04-18,110,3,3.5800422151019253,0.2656109705330177,30,245.02,0.0741911336604841,12,240.46,2022-01-28,179.94,2021-12-29,245.02,0.2656109705330177,30 days,2022-02-24,186.91,2022-02-18,207.35,0.0985772847841813,6 days,2022-04-18,222.62,2022-04-06,240.46,0.0741911336604841,12 days,,,,,,,,,,,,,,,,,,,True,True,0.002968644339631,0.0030729703890697,0.966050421504288,-4.14514291713126e-06,-0.0002298824355831,0.0180315773435051,,,,,,,,,,,False,False,221.69,2022-04-29
912,2022-05-02,KSS,2022-04-04,0.2084966295657626,2022-01-25,2022-04-25,90,2,1.7417384207227735,0.2084966295657626,42,63.79,0.1197050517728272,39,63.74,2022-03-08,50.49,2022-01-25,63.79,0.2084966295657626,42 days,2022-04-25,56.11,2022-03-17,63.74,0.1197050517728272,39 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0023189410444312,0.0023189410444312,1.0,-1.5369057169818272e-05,-1.5369057169818272e-05,1.0,,,,,,,,,,,False,False,57.88,2022-04-29
954,2022-04-18,LOPE,2022-04-04,0.3894461404273877,2021-04-26,2022-04-04,343,4,14.956262505359362,0.3894461404273877,221,114.65,0.0260380014074596,3,99.47,2021-12-03,70.0,2021-04-26,114.65,0.3894461404273877,221 days,2022-02-17,72.0,2022-01-07,90.34,0.2030108479079034,41 days,2022-03-25,93.82,2022-03-22,98.79,0.0503087357019942,3 days,2022-04-04,96.88,2022-04-01,99.47,0.0260380014074596,3 days,,,,,,,,,,,,,True,True,0.0023133391248284,0.0031359625231506,0.7376807304777018,-0.0002732888639621,-0.0004385864935057,0.6231128135698729,,,,,,,,,,,False,False,95.97,2022-04-29
962,2022-04-26,LRN,2022-04-04,0.33203125,2021-11-19,2022-04-11,143,3,3.0329032251187096,0.33203125,66,38.4,0.1094753747323339,7,37.36,2022-01-24,25.65,2021-11-19,38.4,0.33203125,66 days,2022-03-08,31.05,2022-01-26,36.51,0.1495480690221856,41 days,2022-04-11,33.27,2022-04-04,37.36,0.1094753747323339,7 days,,,,,,,,,,,,,,,,,,,True,True,0.0037925970624525,0.0039030865724867,0.9716917603588386,-6.009602233810469e-05,-0.0001991421568627,0.3017744875562671,,,,,,,,,,,True,True,39.3,2022-04-29
966,2022-04-18,LTC,2022-04-04,0.2580097087378641,2021-04-26,2022-04-12,351,3,3.092952036511313,0.2580097087378641,157,41.2,0.083417593528817,11,39.56,2021-09-30,30.57,2021-04-26,41.2,0.2580097087378641,157 days,2022-02-24,32.08,2022-01-18,36.36,0.1177117711771177,37 days,2022-04-12,36.26,2022-04-01,39.56,0.083417593528817,11 days,,,,,,,,,,,,,,,,,,,True,True,0.0005861656587812,0.0008103111215924,0.7233834550231859,-7.629532623130079e-05,-0.00020409169322,0.3738286699842604,,,,,,,,,,,False,False,33.0,2022-04-29
969,2022-05-02,LUV,2022-04-04,0.4228957286432161,2021-05-18,2022-04-27,344,3,3.810590844320832,0.4228957286432161,293,63.68,0.1109780439121757,6,50.1,2022-03-07,36.75,2021-05-18,63.68,0.4228957286432161,293 days,2022-04-11,41.04,2022-03-31,46.39,0.1153265790040957,11 days,2022-04-27,44.54,2022-04-21,50.1,0.1109780439121757,6 days,,,,,,,,,,,,,,,,,,,True,True,0.0039286785096514,0.0040225713019161,0.9766585138664832,-0.0006808439600996,-0.000729299048525,0.9335593697489692,,,,,,,,,,,False,False,46.72,2022-04-29
971,2022-05-02,LW,2022-04-07,0.4134513274336283,2021-06-08,2022-04-27,323,2,7.7323928123451156,0.4134513274336283,279,84.75,0.0534690366972477,6,69.76,2022-03-14,49.71,2021-06-08,84.75,0.4134513274336283,279 days,2022-04-27,66.03,2022-04-21,69.76,0.0534690366972477,6 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0074614582761836,0.0074614582761836,1.0,-0.0005579594837292,-0.0005579594837292,1.0,,,,,,,,,,,False,False,66.1,2022-04-29
